timestamp,flavor,count
2026-01-20 22:01:30,2pct,0
2026-01-20 22:01:35,whole,0
2026-01-20 22:01:35,1pct,0
2026-01-20 22:01:35,2pct,0
2026-01-20 22:01:40,whole,0
2026-01-20 22:01:40,1pct,0
2026-01-20 22:01:40,2pct,0
2026-01-20 22:01:45,whole,0
2026-01-20 22:01:45,1pct,0
2026-01-20 22:01:45,2pct,0
2026-01-20 22:01:50,whole,0
2026-01-20 22:01:50,1pct,0
2026-01-20 22:01:50,2pct,0
2026-01-20 22:01:55,whole,0
2026-01-20 22:01:55,1pct,0
2026-01-20 22:01:55,2pct,0
2026-01-20 22:08:28,whole,0
2026-01-20 22:08:28,1pct,0
2026-01-20 22:08:28,2pct,0
2026-01-20 22:08:33,whole,0
2026-01-20 22:08:33,1pct,0
2026-01-20 22:08:33,2pct,0
2026-01-20 22:08:38,whole,0
2026-01-20 22:08:38,1pct,0
2026-01-20 22:08:38,2pct,0
2026-01-20 22:08:43,whole,0
2026-01-20 22:08:43,1pct,0
2026-01-20 22:08:43,2pct,0
2026-01-20 22:08:48,whole,0
2026-01-20 22:08:48,1pct,0
2026-01-20 22:08:48,2pct,0
2026-01-20 22:08:53,whole,0
2026-01-20 22:08:53,1pct,0
2026-01-20 22:08:53,2pct,0
2026-01-20 22:08:58,whole,0
2026-01-20 22:08:58,1pct,0
2026-01-20 22:08:58,2pct,0
2026-01-20 22:09:03,whole,0
2026-01-20 22:09:03,1pct,0
2026-01-20 22:09:03,2pct,0
2026-01-20 22:09:08,whole,0
2026-01-20 22:09:08,1pct,0
2026-01-20 22:09:08,2pct,0
2026-01-20 22:09:13,whole,0
2026-01-20 22:09:13,1pct,0
2026-01-20 22:09:13,2pct,0
2026-01-20 22:09:18,whole,0
2026-01-20 22:09:18,1pct,0
2026-01-20 22:09:18,2pct,0
2026-01-20 22:09:23,whole,0
2026-01-20 22:09:23,1pct,0
2026-01-20 22:09:23,2pct,0
2026-01-20 22:09:28,whole,0
2026-01-20 22:09:28,1pct,0
2026-01-20 22:09:28,2pct,0
2026-01-20 22:09:33,whole,0
2026-01-20 22:09:33,1pct,0
2026-01-20 22:09:33,2pct,0
2026-01-20 22:09:38,whole,0
2026-01-20 22:09:38,1pct,0
2026-01-20 22:09:38,2pct,0
2026-01-20 22:09:43,whole,0
2026-01-20 22:09:43,1pct,0
2026-01-20 22:09:43,2pct,0
2026-01-20 22:09:49,whole,0
2026-01-20 22:09:49,1pct,0
2026-01-20 22:09:49,2pct,0
2026-01-20 22:09:54,whole,0
2026-01-20 22:09:54,1pct,0
2026-01-20 22:09:54,2pct,0
2026-01-20 22:09:59,whole,0
2026-01-20 22:09:59,1pct,0
2026-01-20 22:09:59,2pct,0
2026-01-20 22:10:04,whole,0
2026-01-20 22:10:04,1pct,0
2026-01-20 22:10:04,2pct,0
2026-01-20 22:10:09,whole,0
2026-01-20 22:10:09,1pct,0
2026-01-20 22:10:09,2pct,0
